gene_type	gene_name
protein_coding	OR8G1
protein_coding	OR8G5
processed_pseudogene	SLC5A4P1
protein_coding	OR8D1
protein_coding	OR8D2
unprocessed_pseudogene	OR8B7P
unprocessed_pseudogene	OR8B6P
unprocessed_pseudogene	OR8B5P
transcribed_unprocessed_pseudogene	OR8B1P
unprocessed_pseudogene	OR8C1P
protein_coding	OR8B2
protein_coding	OR8B3
unprocessed_pseudogene	OR8X1P
lncRNA	ENSG00000285561
protein_coding	OR8B4
protein_coding	OR8B8
unprocessed_pseudogene	OR8A2P
transcribed_unprocessed_pseudogene	OR8B9P
unprocessed_pseudogene	OR8B10P
unprocessed_pseudogene	OR8A3P
unprocessed_pseudogene	ENSG00000254937
protein_coding	OR8B12
protein_coding	OR8A1
unprocessed_pseudogene	OR8Q1P
protein_coding	PANX3
protein_coding	TBRG1
protein_coding	SIAE
rRNA_pseudogene	RNA5SP352
protein_coding	SPA17
protein_coding	NRGN
lncRNA	ENSG00000255045
protein_coding	VSIG2
protein_coding	ESAM
lncRNA	ESAM-AS1
protein_coding	MSANTD2
lncRNA	ENSG00000279342
processed_pseudogene	ENSG00000254509
lncRNA	MSANTD2-AS1
processed_pseudogene	ENSG00000254941
protein_coding	ROBO3
lncRNA	ENSG00000254568
protein_coding	ROBO4
lncRNA	ENSG00000254943
protein_coding	HEPACAM
protein_coding	HEPN1
lncRNA	CCDC15-DT
protein_coding	CCDC15
protein_coding	SLC37A2
protein_coding	TMEM218
lncRNA	ENSG00000289631
transcribed_processed_pseudogene	KRT18P59
lncRNA	ENSG00000255475
lncRNA	PKNOX2-DT
protein_coding	PKNOX2
lncRNA	ENSG00000259290
lncRNA	ENSG00000254932
snRNA	RNU6-321P
protein_coding	FEZ1
lncRNA	ENSG00000255537
protein_coding	EI24
snRNA	RNU6-1156P
protein_coding	STT3A
lncRNA	ENSG00000288907
protein_coding	CHEK1
snRNA	RNU2-35P
protein_coding	ACRV1
protein_coding	PATE1
protein_coding	PATE2
protein_coding	PATE3
protein_coding	PATE4
lncRNA	ENSG00000260209
protein_coding	HYLS1
protein_coding	PUS3
lncRNA	ENSG00000255027
protein_coding	DDX25
lncRNA	ENSG00000254790
protein_coding	VSIG10L2
protein_coding	CDON
processed_pseudogene	NAP1L1P1
lncRNA	ENSG00000261257
lncRNA	ENSG00000287666
lncRNA	ENSG00000254833
processed_pseudogene	ENSG00000254771
protein_coding	RPUSD4
lncRNA	ENSG00000254694
protein_coding	FAM118B
snRNA	RNU4-86P
misc_RNA	RN7SL351P
protein_coding	SRPRA
protein_coding	FOXRED1
processed_pseudogene	RPL35AP26
protein_coding	TIRAP
lncRNA	ENSG00000254905
lncRNA	ENSG00000255062
protein_coding	DCPS
lncRNA	GSEC
protein_coding	ST3GAL4
processed_pseudogene	ENSG00000278215
protein_coding	KIRREL3
lncRNA	KIRREL3-AS1
lncRNA	ENSG00000254607
lncRNA	ENSG00000254938
TEC	ENSG00000279358
lncRNA	KIRREL3-AS2
miRNA	MIR3167
lncRNA	ENSG00000255317
lncRNA	KIRREL3-AS3
lncRNA	ENSG00000255087
lncRNA	ENSG00000272642
lncRNA	LINC02712
misc_RNA	RN7SKP121
misc_RNA	RN7SKP279
processed_pseudogene	ENSG00000254591
processed_pseudogene	DNAJB6P1
lncRNA	LINC02725
lncRNA	LINC02098
lncRNA	ENSG00000289398
lncRNA	ENSG00000289093
protein_coding	ETS1
miRNA	MIR6090
lncRNA	ETS1-AS1
lncRNA	ENSG00000245008
lncRNA	ENSG00000288975
protein_coding	FLI1
lncRNA	SENCR
protein_coding	KCNJ1
processed_pseudogene	ENSG00000255369
protein_coding	KCNJ5
protein_coding	C11orf45
protein_coding	TP53AIP1
protein_coding	ARHGAP32
snRNA	RNU6-876P
snRNA	RNU6-874P
processed_pseudogene	ZNF123P
protein_coding	BARX2
processed_pseudogene	RPS27P20
lncRNA	ENSG00000281386
lncRNA	LINC01395
lncRNA	ENSG00000287426
processed_pseudogene	ENSG00000255188
protein_coding	TMEM45B
lncRNA	ENSG00000289223
protein_coding	NFRKB
protein_coding	PRDM10
lncRNA	PRDM10-DT
processed_pseudogene	ENSG00000255057
processed_pseudogene	ELOBP2
processed_pseudogene	ENSG00000255535
protein_coding	APLP2
processed_pseudogene	RPL34P21
protein_coding	ST14
protein_coding	ZBTB44
processed_pseudogene	NDUFAF2P2
processed_pseudogene	DDX18P5
misc_RNA	RN7SL778P
lncRNA	ZBTB44-DT
protein_coding	ADAMTS8
protein_coding	ADAMTS15
processed_pseudogene	ENSG00000255155
processed_pseudogene	BAK1P2
miRNA	MIR8052
lncRNA	LINC02873
lncRNA	ENSG00000288013
processed_pseudogene	PPP1R10P1
lncRNA	LINC02551
protein_coding	SNX19
lncRNA	ENSG00000255455
misc_RNA	RN7SL167P
lncRNA	ENSG00000236129
lncRNA	ENSG00000227125
lncRNA	ENSG00000237612
lncRNA	ENSG00000231698
protein_coding	NTM
snRNA	RNU6ATAC12P
lncRNA	ENSG00000237654
lncRNA	ENSG00000285980
lncRNA	NTM-AS1
processed_pseudogene	ENSG00000271624
lncRNA	ENSG00000238117
lncRNA	ENSG00000224700
lncRNA	NTM-IT
TEC	ENSG00000279090
protein_coding	OPCML
TEC	ENSG00000279497
lncRNA	OPCML-IT2
TEC	ENSG00000279711
TEC	ENSG00000279189
lncRNA	OPCML-IT1
lncRNA	ENSG00000287068
lncRNA	LINC02743
protein_coding	SPATA19
processed_pseudogene	ENSG00000213153
protein_coding	IGSF9B
miRNA	MIR4697
lncRNA	LINC02730
lncRNA	LINC02731
lncRNA	ENSG00000254648
protein_coding	JAM3
processed_pseudogene	PTP4A2P2
protein_coding	NCAPD3
processed_pseudogene	ENSG00000254616
lncRNA	ENSG00000255348
protein_coding	VPS26B
protein_coding	THYN1
protein_coding	ACAD8
protein_coding	GLB1L3
lncRNA	ENSG00000289399
processed_pseudogene	ENSG00000254442
protein_coding	GLB1L2
protein_coding	B3GAT1
lncRNA	B3GAT1-DT
lncRNA	ENSG00000254573
lncRNA	ENSG00000286374
lncRNA	ENSG00000254989
lncRNA	ENSG00000285640
lncRNA	LINC02706
lncRNA	LINC02714
lncRNA	ENSG00000287251
lncRNA	LINC02697
TEC	ENSG00000279046
lncRNA	LINC02717
lncRNA	LINC02684
unprocessed_pseudogene	DDX11L8
unprocessed_pseudogene	WASH8P
lncRNA	FAM138D
protein_coding	IQSEC3
lncRNA	ENSG00000256948
lncRNA	ENSG00000249695
lncRNA	ENSG00000256694
lncRNA	ENSG00000256540
protein_coding	SLC6A12
lncRNA	ENSG00000255671
lncRNA	SLC6A12-AS1
protein_coding	SLC6A13
lncRNA	ENSG00000255746
lncRNA	ENSG00000261799
protein_coding	KDM5A
protein_coding	CCDC77
protein_coding	B4GALNT3
protein_coding	NINJ2
lncRNA	ENSG00000256020
snRNA	RNU7-103P
lncRNA	ENSG00000255825
lncRNA	NINJ2-AS1
lncRNA	LINC02455
protein_coding	WNK1
snRNA	RNU4ATAC16P
lncRNA	ENSG00000285704
protein_coding	RAD52
lncRNA	ENSG00000250132
protein_coding	ERC1
processed_pseudogene	HTR1DP1
lncRNA	ENSG00000249028
lncRNA	ENSG00000267285
lncRNA	LINC00942
protein_coding	WNT5B
protein_coding	FBXL14
miRNA	MIR3649
protein_coding	ADIPOR2
processed_pseudogene	ENSG00000271500
lncRNA	ENSG00000285627
processed_pseudogene	RPS4XP14
protein_coding	CACNA2D4
lncRNA	ENSG00000287698
protein_coding	LRTM2
lncRNA	ENSG00000256706
lncRNA	LINC00940
protein_coding	DCP1B
protein_coding	CACNA1C
lncRNA	ENSG00000203593
lncRNA	CACNA1C-IT1
lncRNA	ENSG00000278255
lncRNA	CACNA1C-AS4
lncRNA	CACNA1C-IT3
lncRNA	ENSG00000285555
lncRNA	ENSG00000285734
lncRNA	CACNA1C-AS3
processed_pseudogene	ENSG00000203648
lncRNA	CACNA1C-AS2
lncRNA	CACNA1C-AS1
lncRNA	ENSG00000256150
processed_pseudogene	ENSG00000283587
lncRNA	LINC02371
processed_pseudogene	IQSEC3P1
transcribed_unitary_pseudogene	ENSG00000255669
processed_pseudogene	RPL23AP14
transcribed_processed_pseudogene	CBX3P4
protein_coding	FKBP4
lncRNA	ITFG2-AS1
lncRNA	ENSG00000258092
protein_coding	ITFG2
lncRNA	ENSG00000288984
protein_coding	NRIP2
protein_coding	TEX52
protein_coding	FOXM1
protein_coding	RHNO1
protein_coding	TULP3
lncRNA	ENSG00000278356
snRNA	RNU6-1315P
protein_coding	TEAD4
lncRNA	ENSG00000250899
processed_pseudogene	ENSG00000234589
protein_coding	TSPAN9
lncRNA	TSPAN9-IT1
lncRNA	ENSG00000275850
processed_pseudogene	ENSG00000227081
transcribed_unprocessed_pseudogene	ENSG00000250770
lncRNA	ENSG00000287712
lncRNA	LINC02827
lncRNA	LINC02417
protein_coding	PRMT8
lncRNA	ENSG00000256691
processed_pseudogene	ENSG00000243507
lncRNA	THCAT155
protein_coding	CRACR2A
TEC	ENSG00000280202
snRNA	RNU6-174P
lncRNA	ENSG00000283138
protein_coding	PARP11
processed_pseudogene	OTUD4P1
lncRNA	PARP11-AS1
lncRNA	ENSG00000288729
lncRNA	ENSG00000256969
processed_pseudogene	HSPA8P5
transcribed_processed_pseudogene	ENSG00000242444
lncRNA	ENSG00000289105
lncRNA	CCND2-AS1
protein_coding	CCND2
protein_coding	ENSG00000285901
protein_coding	TIGAR
transcribed_processed_pseudogene	ENSG00000213970
protein_coding	FGF23
protein_coding	FGF6
protein_coding	C12orf4
protein_coding	RAD51AP1
protein_coding	DYRK4
processed_pseudogene	ENSG00000256748
protein_coding	ENSG00000272921
protein_coding	AKAP3
processed_pseudogene	ENSG00000256799
lncRNA	ENSG00000256381
protein_coding	NDUFA9
protein_coding	ENSG00000255639
lncRNA	GAU1
protein_coding	GALNT8
lncRNA	ENSG00000256988
protein_coding	KCNA6
lncRNA	ENSG00000255608
lncRNA	ENSG00000286866
lncRNA	ENSG00000287835
lncRNA	ENSG00000256654
protein_coding	KCNA1
lncRNA	ENSG00000284513
processed_pseudogene	ENSG00000255996
protein_coding	KCNA5
lncRNA	ENSG00000285523
lncRNA	LINC02443
lncRNA	ENSG00000256417
lncRNA	ENSG00000256146
lncRNA	ENSG00000256218
lncRNA	ENSG00000255983
protein_coding	NTF3
protein_coding	ANO2
processed_pseudogene	ENSG00000255973
protein_coding	VWF
misc_RNA	RN7SL69P
lncRNA	ENSG00000255775
protein_coding	CD9
processed_pseudogene	ATP5MFP5
protein_coding	PLEKHG6
protein_coding	TNFRSF1A
misc_RNA	RN7SL391P
protein_coding	SCNN1A
protein_coding	LTBR
lncRNA	ENSG00000256433
processed_pseudogene	ENSG00000213942
processed_pseudogene	SRP14P1
lncRNA	CD27-AS1
protein_coding	CD27
protein_coding	TAPBPL
protein_coding	VAMP1
lncRNA	ENSG00000276718
processed_pseudogene	ENSG00000256913
protein_coding	MRPL51
protein_coding	NCAPD2
snoRNA	SCARNA10
lncRNA	ENSG00000276232
lncRNA	GAPDH-DT
protein_coding	GAPDH
lncRNA	ENSG00000269968
protein_coding	IFFO1
lncRNA	ENSG00000245667
protein_coding	NOP2
protein_coding	ENSG00000285238
protein_coding	CHD4
lncRNA	ENSG00000247853
scaRNA	SCARNA11
protein_coding	LPAR5
protein_coding	ACRBP
protein_coding	ING4
lncRNA	ENSG00000219410
protein_coding	ZNF384
lncRNA	ENSG00000289303
protein_coding	PIANP
snRNA	RNU6-781P
lncRNA	ENSG00000270068
lncRNA	ENSG00000288814
protein_coding	COPS7A
lncRNA	ENSG00000269892
protein_coding	MLF2
protein_coding	PTMS
protein_coding	LAG3
misc_RNA	RN7SL380P
protein_coding	CD4
protein_coding	GPR162
protein_coding	P3H3
protein_coding	GNB3
protein_coding	CDCA3
protein_coding	USP5
protein_coding	TPI1
protein_coding	SPSB2
transcribed_processed_pseudogene	RPL13P5
protein_coding	LRRC23
transcribed_unprocessed_pseudogene	DSTNP2
lncRNA	ENSG00000275703
protein_coding	ENO2
protein_coding	ATN1
protein_coding	C12orf57
lncRNA	ENSG00000272173
snRNA	RNU7-1
protein_coding	PTPN6
lncRNA	MIR200CHG
miRNA	MIR200C
miRNA	MIR141
lncRNA	ENSG00000271969
protein_coding	PHB2
snoRNA	SCARNA12
protein_coding	EMG1
protein_coding	LPCAT3
protein_coding	C1S
processed_pseudogene	ENSG00000239701
processed_pseudogene	ENSG00000257078
protein_coding	C1R
protein_coding	C1RL
lncRNA	C1RL-AS1
protein_coding	RBP5
snRNA	RNU6-485P
lncRNA	ENSG00000256967
protein_coding	CLSTN3
lncRNA	ENSG00000285770
lncRNA	ENSG00000255572
protein_coding	PEX5
processed_pseudogene	ENSG00000256480
protein_coding	ACSM4
protein_coding	CD163L1
processed_pseudogene	ENSG00000255836
protein_coding	CD163
processed_pseudogene	GAPDHP31
processed_pseudogene	NIFKP3
processed_pseudogene	ENSG00000255977
processed_pseudogene	ENSG00000284327
processed_pseudogene	ENSG00000284591
processed_pseudogene	ENSG00000284522
unprocessed_pseudogene	ENSG00000285142
protein_coding	APOBEC1
protein_coding	GDF3
protein_coding	DPPA3
protein_coding	CLEC4C
protein_coding	NANOGNB
protein_coding	NANOG
protein_coding	SLC2A14
lncRNA	ENSG00000287713
processed_pseudogene	ENSG00000241828
processed_pseudogene	ENSG00000255885
transcribed_unprocessed_pseudogene	NANOGP1
processed_pseudogene	ENSG00000255356
protein_coding	SLC2A3
lncRNA	ENSG00000288043
unprocessed_pseudogene	ENSG00000240739
lncRNA	ENSG00000282080
processed_pseudogene	HSPD1P12
processed_pseudogene	ENSG00000255581
protein_coding	FOXJ2
protein_coding	C3AR1
protein_coding	NECAP1
TEC	ENSG00000279865
lncRNA	ENSG00000284697
protein_coding	CLEC4A
processed_pseudogene	POU5F1P3
protein_coding	ENSG00000284393
processed_pseudogene	GCSHP4
protein_coding	ZNF705A
lncRNA	FAM66C
transcribed_unprocessed_pseudogene	DEFB109F
lncRNA	ENSG00000276417
lncRNA	ENSG00000275367
protein_coding	FAM90A1
unprocessed_pseudogene	ALG1L10P
transcribed_unprocessed_pseudogene	FAM86FP
lncRNA	LINC02449
lncRNA	ENSG00000286895
unprocessed_pseudogene	ENPP7P5
lncRNA	ENSG00000286504
lncRNA	LINC00937
transcribed_processed_pseudogene	ENSG00000256552
lncRNA	ENSG00000256101
processed_pseudogene	ENSG00000277952
processed_pseudogene	RPS3AP43
transcribed_unprocessed_pseudogene	ENSG00000284687
transcribed_unprocessed_pseudogene	ENSG00000284673
lncRNA	ENSG00000288954
processed_pseudogene	ENSG00000256136
unprocessed_pseudogene	OR7E140P
unprocessed_pseudogene	OR7E148P
unprocessed_pseudogene	OR7E149P
protein_coding	CLEC6A
processed_pseudogene	ENSG00000243830
snRNA	RNU6-275P
protein_coding	CLEC4D
processed_pseudogene	SUPT4H1P2
protein_coding	CLEC4E
lncRNA	ENSG00000255801
scaRNA	ENSG00000252727
protein_coding	AICDA
TEC	ENSG00000280345
processed_pseudogene	HADHAP2
protein_coding	MFAP5
lncRNA	ENSG00000255829
processed_pseudogene	ENSG00000256004
protein_coding	RIMKLB
processed_pseudogene	RPSAP51
lncRNA	A2ML1-AS1
lncRNA	ENSG00000249790
lncRNA	A2ML1-AS2
protein_coding	A2ML1
lncRNA	ENSG00000282022
protein_coding	PHC1
protein_coding	M6PR
protein_coding	KLRG1
lncRNA	ENSG00000257105
processed_pseudogene	HNRNPA1P34
processed_pseudogene	VDAC2P2
lncRNA	LINC00612
lncRNA	A2M-AS1
protein_coding	A2M
processed_pseudogene	KRT17P8
processed_pseudogene	BTG1P1
protein_coding	PZP
processed_pseudogene	TPT1P12
transcribed_unprocessed_pseudogene	A2MP1
miRNA	MIR1244-3
processed_pseudogene	PTMAP4
lncRNA	LINC00987
lncRNA	ENSG00000256427
unprocessed_pseudogene	ENSG00000111788
processed_pseudogene	ENSG00000255753
lncRNA	ENSG00000286911
lncRNA	LINC02367
lncRNA	ENSG00000287577
unprocessed_pseudogene	ENSG00000256673
unprocessed_pseudogene	ENSG00000278635
unprocessed_pseudogene	DDX12P
lncRNA	ENSG00000284634
transcribed_unprocessed_pseudogene	ENSG00000214776
processed_pseudogene	ENSG00000256975
protein_coding	KLRB1
snRNA	RNU6-700P
transcribed_processed_pseudogene	GOT2P3
lncRNA	ENSG00000272917
lncRNA	ENSG00000256442
transcribed_unprocessed_pseudogene	ENSG00000256594
lncRNA	ENSG00000257027
protein_coding	CLEC2D
processed_pseudogene	NPM1P7
lncRNA	LINC02390
transcribed_unitary_pseudogene	CLECL1
protein_coding	CD69
processed_pseudogene	GCNAP1
protein_coding	KLRF1
protein_coding	CLEC2B
lncRNA	ENSG00000255882
protein_coding	KLRF2
protein_coding	CLEC2A
lncRNA	LINC02470
lncRNA	CLEC12A-AS1
protein_coding	CLEC12A
protein_coding	CLEC1B
protein_coding	CLEC12B
lncRNA	ENSG00000256803
protein_coding	CLEC9A
unprocessed_pseudogene	ENSG00000256626
protein_coding	CLEC1A
misc_RNA	RN7SKP161
processed_pseudogene	HNRNPABP1
protein_coding	CLEC7A
protein_coding	OLR1
protein_coding	TMEM52B
protein_coding	GABARAPL1
lncRNA	GABARAPL1-AS1
protein_coding	KLRD1
lncRNA	LINC02617
lncRNA	LINC02598
lncRNA	KLRK1-AS1
protein_coding	KLRK1
protein_coding	KLRC4-KLRK1
protein_coding	KLRC4
protein_coding	ENSG00000255641
protein_coding	KLRC3
protein_coding	KLRC2
protein_coding	KLRC1
protein_coding	EIF2S3B
processed_pseudogene	SLC25A39P2
lncRNA	LINC02446
transcribed_unprocessed_pseudogene	KLRA1P
protein_coding	MAGOHB
protein_coding	STYK1
protein_coding	YBX3
lncRNA	LINC02366
processed_pseudogene	HSPE1P12
protein_coding	TAS2R7
protein_coding	TAS2R8
protein_coding	TAS2R9
protein_coding	PRH1
protein_coding	TAS2R10
unprocessed_pseudogene	ENSG00000256651
protein_coding	PRR4
protein_coding	ENSG00000275778
transcribed_processed_pseudogene	ENSG00000256682
protein_coding	TAS2R13
protein_coding	PRH2
protein_coding	TAS2R14
unprocessed_pseudogene	TAS2R15P
protein_coding	TAS2R50
protein_coding	TAS2R20
protein_coding	TAS2R19
protein_coding	TAS2R31
unprocessed_pseudogene	TAS2R63P
protein_coding	TAS2R46
transcribed_unprocessed_pseudogene	TAS2R64P
protein_coding	TAS2R43
processed_pseudogene	ENSG00000256400
protein_coding	TAS2R30
unprocessed_pseudogene	ENSG00000256981
lncRNA	ENSG00000256712
protein_coding	SMIM10L1
protein_coding	TAS2R42
unprocessed_pseudogene	ENSG00000256657
lncRNA	ENSG00000275119
protein_coding	PRB3
protein_coding	PRB4
protein_coding	PRB1
protein_coding	PRB2
lncRNA	ENSG00000255790
processed_pseudogene	HIGD1AP8
processed_pseudogene	ENSG00000278654
processed_pseudogene	ENSG00000277705
processed_pseudogene	DDX55P1
unprocessed_pseudogene	ENSG00000274551
lncRNA	ENSG00000256237
snRNA	RNU7-60P
lncRNA	LINC01252
protein_coding	ETV6
protein_coding	BCL2L14
processed_pseudogene	PTMAP9
miRNA	MIR1244-4
protein_coding	LRP6
processed_pseudogene	ENSG00000242405
snRNA	RNU6-545P
processed_pseudogene	ENSG00000270857
snRNA	RNU6-318P
protein_coding	MANSC1
processed_pseudogene	RPL23AP66
lncRNA	LOH12CR2
protein_coding	BORCS5
processed_pseudogene	ENSG00000271370
protein_coding	DUSP16
lncRNA	ENSG00000255670
processed_pseudogene	ENSG00000240424
protein_coding	CREBL2
processed_pseudogene	RPL21P136
lncRNA	ENSG00000275963
protein_coding	GPR19
lncRNA	ENSG00000257004
protein_coding	CDKN1B
lncRNA	ENSG00000256658
protein_coding	APOLD1
miRNA	MIR613
processed_pseudogene	STX8P1
protein_coding	DDX47
processed_pseudogene	ENSG00000242329
processed_pseudogene	ENSG00000241352
processed_pseudogene	RPL13AP20
protein_coding	GPRC5A
miRNA	MIR614
lncRNA	GPRC5D-AS1
protein_coding	GPRC5D
lncRNA	ENSG00000256011
snoRNA	ENSG00000221611
protein_coding	HEBP1
transcribed_processed_pseudogene	HTR7P1
lncRNA	ENSG00000255621
processed_pseudogene	ENSG00000243129
protein_coding	FAM234B
protein_coding	GSG1
protein_coding	EMP1
lncRNA	ENSG00000286869
lncRNA	LINC01559
protein_coding	GRIN2B
rRNA_pseudogene	RNA5SP353
snRNA	RNU6-590P
lncRNA	ENSG00000256306
lncRNA	ENSG00000277935
lncRNA	ENSG00000287928
misc_RNA	RN7SKP162
processed_pseudogene	ENSG00000256346
processed_pseudogene	ENSG00000227760
lncRNA	ENSG00000256084
processed_pseudogene	MRPS18CP4
snRNA	RNU6-491P
processed_pseudogene	GNAI2P1
transcribed_processed_pseudogene	RPL30P11
protein_coding	ATF7IP
protein_coding	PLBD1
lncRNA	ENSG00000255649
misc_RNA	RN7SKP134
lncRNA	PLBD1-AS1
protein_coding	GUCY2C
lncRNA	ENSG00000214772
lncRNA	ENSG00000261324
protein_coding	H4-16
protein_coding	H2AJ
protein_coding	WBP11
protein_coding	C12orf60
protein_coding	SMCO3
lncRNA	ENSG00000286107
protein_coding	ART4
lncRNA	ENSG00000256339
protein_coding	MGP
protein_coding	ERP27
protein_coding	ARHGDIB
protein_coding	PDE6H
lncRNA	LINC01489
protein_coding	RERG
lncRNA	RERG-IT1
lncRNA	RERG-AS1
processed_pseudogene	METTL8P1
protein_coding	PTPRO
processed_pseudogene	ENSG00000243916
protein_coding	EPS8
snRNA	RNU6-251P
lncRNA	ENSG00000255565
processed_pseudogene	ENSG00000256627
protein_coding	STRAP
protein_coding	DERA
processed_pseudogene	EGLN3P1
protein_coding	SLC15A5
protein_coding	MGST1
processed_pseudogene	SUPT16HP1
lncRNA	ENSG00000286303
processed_pseudogene	ENSG00000256450
protein_coding	LMO3
lncRNA	ENSG00000256564
lncRNA	ENSG00000283240
lncRNA	ENSG00000255871
processed_pseudogene	SKP1P2
processed_pseudogene	EEF1A1P16
lncRNA	ENSG00000287455
snRNA	RNU6-837P
lncRNA	ENSG00000285724
processed_pseudogene	RPL7P40
processed_pseudogene	PSMC1P8
processed_pseudogene	TIMM17BP1
lncRNA	ENSG00000256389
lncRNA	LINC02378
miRNA	MIR3974
protein_coding	RERGL
protein_coding	PIK3C2G
processed_pseudogene	NDFIP1P1
processed_pseudogene	ENSG00000255960
processed_pseudogene	ZKSCAN7P1
protein_coding	PLCZ1
processed_pseudogene	PSMC1P9
lncRNA	ENSG00000255648
protein_coding	CAPZA3
processed_pseudogene	RPL7P6
processed_pseudogene	BORCS8P1
protein_coding	PLEKHA5
lncRNA	ENSG00000253284
misc_RNA	RN7SL459P
misc_RNA	RN7SL67P
protein_coding	AEBP2
processed_pseudogene	PDCD5P1
processed_pseudogene	ENSG00000271462
snRNA	RNU6-254P
processed_pseudogene	EEF1A1P4
processed_pseudogene	ENSG00000240328
lncRNA	ENSG00000287074
snRNA	RNU1-146P
lncRNA	ENSG00000255910
processed_pseudogene	TCP1P3
lncRNA	LINC02398
lncRNA	ENSG00000287075
lncRNA	LINC02468
lncRNA	PDE3A-AS1
protein_coding	PDE3A
processed_pseudogene	UBE2L2
processed_pseudogene	ENSG00000256663
protein_coding	SLCO1C1
protein_coding	SLCO1B3
protein_coding	SLCO1B3-SLCO1B7
processed_pseudogene	ENSG00000256157
transcribed_unprocessed_pseudogene	SLCO1B7
protein_coding	ENSG00000257062
protein_coding	SLCO1B1
protein_coding	SLCO1A2
protein_coding	IAPP
protein_coding	PYROXD1
processed_pseudogene	ELOCP31
protein_coding	RECQL
protein_coding	GOLT1B
protein_coding	SPX
protein_coding	GYS2
protein_coding	ENSG00000285854
protein_coding	LDHB
lncRNA	ENSG00000256615
lncRNA	ENSG00000255644
protein_coding	KCNJ8
protein_coding	ABCC9
lncRNA	ENSG00000257022
lncRNA	ENSG00000275567
processed_pseudogene	ENSG00000255627
protein_coding	CMAS
protein_coding	ST8SIA1
lncRNA	ENSG00000274624
unitary_pseudogene	SULT6B2P
snRNA	RNU1-149P
lncRNA	ENSG00000256714
lncRNA	ENSG00000250166
protein_coding	C2CD5
lncRNA	ENSG00000256973
processed_pseudogene	LRRC34P1
processed_pseudogene	ENSG00000256774
lncRNA	ETNK1-DT
protein_coding	ETNK1
lncRNA	ENSG00000256995
processed_pseudogene	RPS27P22
lncRNA	ENSG00000256923
processed_pseudogene	ENSG00000256353
lncRNA	ENSG00000256321
lncRNA	ENSG00000115934
protein_coding	SOX5
lncRNA	ENSG00000256473
miRNA	MIR920
lncRNA	SOX5-AS1
lncRNA	LINC00477
processed_pseudogene	KNOP1P1
processed_pseudogene	ENSG00000244662
lncRNA	ENSG00000255745
misc_RNA	RN7SL38P
protein_coding	BCAT1
lncRNA	ENSG00000256482
TEC	ENSG00000278969
lncRNA	ENSG00000255921
processed_pseudogene	BRI3P2
lncRNA	LINC02909
protein_coding	IRAG2
processed_pseudogene	CENPUP2
lncRNA	ENSG00000258449
lncRNA	ENSG00000276842
protein_coding	DNAI7
protein_coding	ETFRF1
protein_coding	KRAS
lncRNA	ENSG00000274987
lncRNA	ENSG00000275197
lncRNA	ENSG00000278743
snRNA	RNU4-67P
processed_pseudogene	ENSG00000241846
protein_coding	LMNTD1
TEC	ENSG00000279173
processed_pseudogene	FAM133GP
processed_pseudogene	TUBB4BP1
lncRNA	ENSG00000257009
misc_RNA	RN7SKP262
lncRNA	ENSG00000256686
processed_pseudogene	TDGP1
lncRNA	ENSG00000256440
miRNA	MIR4302
lncRNA	ENSG00000256256
lncRNA	RASSF8-AS1
protein_coding	RASSF8
protein_coding	BHLHE41
protein_coding	SSPN
lncRNA	ENSG00000256894
lncRNA	ENSG00000286752
lncRNA	ENSG00000256234
lncRNA	ENSG00000255750
lncRNA	ENSG00000278095
lncRNA	ENSG00000255858
lncRNA	ENSG00000288532
lncRNA	ENSG00000255968
protein_coding	ITPR2
lncRNA	ENSG00000256185
rRNA_pseudogene	RNA5SP354
lncRNA	ENSG00000234428
processed_pseudogene	ENSG00000256640
protein_coding	INTS13
protein_coding	FGFR1OP2
protein_coding	TM7SF3
lncRNA	ENSG00000247903
protein_coding	MED21
lncRNA	ENSG00000275764
protein_coding	C12orf71
processed_pseudogene	ENSG00000271418
lncRNA	ENSG00000256226
unprocessed_pseudogene	ENSG00000256625
protein_coding	STK38L
protein_coding	ARNTL2
lncRNA	ARNTL2-AS1
lncRNA	ENSG00000288971
protein_coding	SMCO2
processed_pseudogene	RARS1P1
protein_coding	PPFIBP1
lncRNA	ENSG00000248100
unprocessed_pseudogene	ENSG00000256056
processed_pseudogene	ENSG00000256557
lncRNA	MRPS35-DT
protein_coding	REP15
lncRNA	ENSG00000276261
processed_pseudogene	HMGB1P49
lncRNA	ENSG00000256504
protein_coding	MRPS35
protein_coding	MANSC4
lncRNA	ENSG00000256747
protein_coding	KLHL42
lncRNA	ENSG00000256512
misc_RNA	RN7SKP15
misc_RNA	ENSG00000274075
unprocessed_pseudogene	ENSG00000256378
protein_coding	PTHLH
lncRNA	ENSG00000257042
protein_coding	CCDC91
lncRNA	ENSG00000247934
processed_pseudogene	ENSG00000255951
lncRNA	ENSG00000278733
lncRNA	ENSG00000273989
snRNA	RNU4-54P
rRNA_pseudogene	RNA5SP355
processed_pseudogene	ENSG00000244712
lncRNA	ENSG00000256513
processed_pseudogene	ENSG00000278687
lncRNA	ENSG00000257258
protein_coding	FAR2
lncRNA	ENSG00000275278
lncRNA	ENSG00000275476
lncRNA	ENSG00000257176
lncRNA	ENSG00000274315
lncRNA	ENSG00000273680
protein_coding	ERGIC2
lncRNA	OVCH1-AS1
protein_coding	OVCH1
protein_coding	TMTC1
lncRNA	ENSG00000257456
