Geneid	/mnt/efs/clusterfcs/data/tfm-esther/procesado-2/duplicates_rm/PP084_sorted_q10_rmDup.bam
RN7SL396P	175
DEPTOR-AS1	5
DEPTOR	7
RNA5SP277	0
ENSG00000254343	0
COL14A1	15
MRPL13	5
MTBP	7
SNTB1	18
NCAPGP1	1
ENSG00000248318	2
ENSG00000272502	4
ENSG00000253619	0
ENSG00000271219	0
RPL35AP19	0
HAS2	2
HAS2-AS1	6
LINC02855	1
ENSG00000254303	3
MRPS36P3	0
SMILR	7
LINC01151	25
ENSG00000255325	2
ENSG00000238901	1
ENSG00000263443	1
CDK5P1	0
ENSG00000272384	0
ENSG00000272043	0
ZHX2	7
ENSG00000253372	4
ENSG00000259631	0
ENSG00000253607	0
DERL1	17
TBC1D31	44
HMGB1P19	0
ENSG00000287657	0
FAM83A	8
ENSG00000253258	0
ENSG00000253410	0
FAM83A-AS1	4
MIR4663	1
C8orf76	4
ZHX1-C8orf76	1
UBA52P5	5
ZHX1	28
RNU6-628P	1
ENSG00000253336	0
ATAD2	69
RNU6-875P	0
MIR548D1	0
MIR548AA1	0
DUTP2	2
IMPDH1P6	2
NTAQ1	4
FBXO32	5
ENSG00000254113	2
RN7SKP155	0
ENSG00000253286	1
KLHL38	10
ANXA13	7
FAM91A1	29
FER1L6	6
ENSG00000254000	0
FER1L6-AS1	3
ENSG00000254249	0
FER1L6-AS2	2
ENSG00000250727	1
ARF1P3	0
ENSG00000214803	0
RNU6-756P	1
ENSG00000253227	3
ENSG00000237586	1
TMEM65	13
TRMT12	4
RNF139-DT	7
RNF139	9
TATDN1	11
ENSG00000253106	1
MIR6844	0
NDUFB9	17
MTSS1	62
ENSG00000255491	1
MIR4662B	0
MIR4662A	0
LINC00964	9
MRS2P1	2
ENSG00000255313	2
ENSG00000286955	0
ZNF572	1
SQLE-DT	1
SQLE	5
WASHC5	14
WASHC5-AS1	0
NSMCE2	17
RN7SL329P	0
ENSG00000254431	2
TRIB1	12
ENSG00000253111	2
ENSG00000286122	5
ENSG00000253470	1
LINC00861	17
RNU6-442P	0
SOD1P3	0
ENSG00000254227	1
KNOP1P5	3
ENSG00000253841	0
RFPL4AP5	0
ENSG00000244791	2
ENSG00000253427	0
ENSG00000253220	1
RNU6-869P	0
ENSG00000253530	2
LRATD2	6
PCAT1	18
ENSG00000253543	1
RNU11-4P	0
ENSG00000253573	0
CASC19	13
PRNCR1	11
ENSG00000224722	0
ENSG00000287781	5
CASC8	2
ENSG00000271509	0
POU5F1B	7
CCAT2	4
ENSG00000286266	4
ENSG00000286010	8
CASC11	7
MYC	8
PVT1	21
MIR1204	0
ENSG00000278324	0
LINC02912	1
MIR1205	0
RNVU1-32	0
MIR1206	0
ENSG00000278275	0
RNU4-25P	0
MIR1207	0
MIR1208	1
RN7SKP226	1
ENSG00000286034	4
LINC00824	8
CCDC26	41
ENSG00000287785	0
ENSG00000253225	0
RN7SKP206	1
ENSG00000253926	0
MIR3686	0
ENSG00000285108	13
MTRF1LP2	1
GSDMC	8
ENSG00000254317	0
CYRIB	63
ENSG00000243402	0
ENSG00000200075	1
ENSG00000254263	2
ENSG00000253720	1
ENSG00000287195	2
RNU7-181P	0
MIR5194	1
ASAP1	420
RNU6-1255P	0
ASAP1-IT2	2
ENSG00000212342	0
ENSG00000287201	0
ENSG00000286535	6
ENSG00000253656	3
ADCY8	5
ENSG00000253259	1
ENSG00000253992	1
ENSG00000253407	1
ENSG00000253507	0
ENSG00000254255	2
EFR3A	23
OC90	1
ENSG00000258417	0
HHLA1	9
KCNQ3	23
HPYR1	6
DNAAF11	13
TMEM71	13
ENSG00000287095	2
PHF20L1	75
ENSG00000270137	1
ENSG00000223697	0
TG	8
ENSG00000240237	0
SLA	40
MIR7848	0
PTCSC1	3
CCN4	2
ENSG00000289316	0
NDRG1	35
RPL32P20	1
ENSG00000253638	0
ST13P6	4
ST3GAL1	87
ENSG00000283176	0
ENSG00000283197	0
ENSG00000289050	1
ST3GAL1-DT	0
ENSG00000212273	0
MTND2P7	1
MTCO1P49	2
ENSG00000253561	0
ENSG00000253165	4
ENSG00000254313	0
ENSG00000253593	1
ENSG00000277576	0
ENSG00000271240	0
ENSG00000288067	3
ENSG00000253627	0
ZFAT	12
ENSG00000276140	0
ZFAT-AS1	0
ENSG00000277732	0
ENSG00000278454	0
ENSG00000271048	0
ENSG00000289405	3
ENSG00000272456	0
ENSG00000278898	4
ENSG00000279518	0
ENSG00000259820	3
MIR30B	0
MIR30D	0
ENSG00000254028	0
ENSG00000253433	0
ENSG00000251218	2
RPL23AP56	0
LINC01591	0
ENSG00000254372	0
KHDRBS3	8
MAPRE1P1	2
RNU1-35P	1
LINC02055	19
ENSG00000286927	1
ENSG00000285683	1
RNU6-144P	1
ZYXP1	1
ENSG00000285817	1
ENSG00000254076	0
ENSG00000253288	7
ENSG00000254361	3
ENSG00000253988	1
FAM135B	11
COL22A1	15
ENSG00000253432	1
ENSG00000251744	0
ENSG00000253783	1
ENSG00000254258	0
ENSG00000275078	0
KCNK9	11
TRAPPC9	42
ENSG00000253574	0
C8orf17	1
ENSG00000274064	0
PEG13	2
ENSG00000259891	2
CHRAC1	12
AGO2	156
ENSG00000279766	0
ENSG00000280326	2
ERICD	1
PTK2	182
MIR151A	0
ENSG00000279786	3
RNA5SP278	2
ENSG00000253266	0
DENND3	42
DENND3-AS1	0
SLC45A4	86
ENSG00000280035	1
ENSG00000253307	0
ENSG00000254019	0
ENSG00000254197	0
ENSG00000254291	1
LINC01300	0
ENSG00000261655	1
GPR20	2
ENSG00000289263	0
ENSG00000244998	1
PTP4A3	6
MROH5	1
ENSG00000271959	0
ENSG00000238854	0
HNRNPA1P38	0
ENSG00000287325	2
ENSG00000226490	0
ENSG00000287677	8
MIR1302-7	0
ENSG00000254183	1
ENSG00000261710	1
ENSG00000287332	3
MIR4472-1	0
ENSG00000289338	2
LINC00051	2
TSNARE1	0
RN7SL260P	1
ENSG00000261693	0
ADGRB1	10
MROH4P	2
ENSG00000289477	2
ARC	0
ENSG00000289411	0
ENSG00000277332	4
ENSG00000261044	0
JRK	16
PSCA	2
LY6K	0
LNCOC1	6
THEM6	1
ENSG00000253806	0
SLURP1	0
LYPD2	2
ENSG00000253196	1
LYNX1-SLURP2	0
SLURP2	0
LYNX1	2
LY6D	0
ENSG00000253715	0
ENSG00000283686	0
ENSG00000253728	0
GML	0
ZNHIT1P1	1
CYP11B1	4
CYP11B2	3
LY6E-DT	4
CDC42P3	0
LY6E	14
LINC02904	6
AK3P2	1
ENSG00000243328	1
LY6L	2
LY6H	3
GPIHBP1	4
ZFP41	0
ENSG00000264668	0
GLI4	4
MINCR	2
ZNF696	6
ENSG00000272172	0
TOP1MT	15
RNU6-220P	0
RHPN1-AS1	1
RHPN1	1
ENSG00000253931	0
MAFA-AS1	0
MAFA	11
ZC3H3	8
ENSG00000287576	0
ENSG00000254859	0
RN7SKP175	0
GSDMD	5
ENSG00000289161	0
MROH6	10
ENSG00000255050	1
NAPRT	1
ENSG00000279605	0
ENSG00000254741	0
EEF1D	37
TIGD5	7
PYCR3	5
GFUS	38
ENSG00000254812	1
ZNF623	10
ZNF707	5
LINC02878	2
CCDC166	4
ENSG00000254574	0
MAPK15	2
ENSG00000254548	0
FAM83H	5
MIR4664	0
IQANK1	1
ENSG00000254973	0
SCRIB	14
MIR937	0
PUF60	8
ENSG00000287222	7
ENSG00000255343	0
NRBP2	4
MIR6845	0
ENSG00000285599	0
EPPK1	2
ENSG00000288096	1
PLEC	55
MIR661	0
PARP10	10
GRINA	58
SPATC1	0
SMPD5	4
OPLAH	7
MIR6846	0
ENSG00000255224	0
EXOSC4	1
MIR6847	0
GPAA1	1
CYC1	4
SHARPIN	43
MAF1	69
WDR97	0
HGH1	2
TSSK5P	0
MROH1	12
BOP1	2
MIR7112	0
SCX	0
HSF1	14
DGAT1	3
ENSG00000254690	0
MIR6848	0
SCRT1	6
SLC52A2	1
TMEM249	0
ENSG00000271698	0
FBXL6	0
ADCK5	5
CPSF1	3
MIR939	0
MIR1234	0
MIR6849	0
ENSG00000272115	0
SLC39A4	7
VPS28	13
TONSL	1
MIR6893	0
TONSL-AS1	0
CYHR1	19
ENSG00000254578	0
KIFC2	2
FOXH1	0
PPP1R16A	3
ENSG00000255182	1
GPT	0
MFSD3	0
RECQL4	0
ENSG00000265393	1
LRRC14	1
LRRC24	0
C8orf82	3
ARHGAP39	2
ENSG00000255456	1
ENSG00000254533	0
ENSG00000255085	0
ENSG00000263612	0
ZNF251	4
ZNF34	4
RN7SL395P	2
RPL8	141
MIR6850	0
ZNF517	2
ZNF7	5
COMMD5	1
ENSG00000286681	2
ZNF250	1
ZNF16	6
ZNF252P	6
ENSG00000255164	0
TMED10P1	0
ZNF252P-AS1	4
ENSG00000255530	0
ENSG00000255000	0
C8orf33	6
DDX11L5	2
WASHC1	3
MIR1302-9HG	1
MIR1302-9	0
FAM138C	0
ENSG00000284986	0
PGM5P3-AS1	2
ENSG00000227917	3
LINC01388	0
FOXD4	2
CBWD1	19
ENSG00000287480	4
DOCK8-AS1	4
DOCK8	79
ENSG00000235880	0
DOCK8-AS2	2
KANK1	26
RPL12P25	0
ENSG00000228115	0
RNU6-1327P	0
EIF1P1	0
ENSG00000227914	3
DMRT1	1
DMRT3	3
RNU6-1073P	1
H3P29	0
ENSG00000286684	3
LINC01230	0
DMRT2	2
ENSG00000224836	0
RPS27AP14	1
ENSG00000233575	0
RNA5SP279	0
ENSG00000287465	2
ENSG00000224092	0
SMARCA2	138
ENSG00000236199	0
RNU2-25P	0
RN7SL592P	0
VLDLR-AS1	5
ENSG00000231052	0
VLDLR	19
ENSG00000286670	0
KCNV2	0
PUM3	12
ENSG00000289552	0
GPS2P1	1
ATP5PDP2	0
CARM1P1	2
LINC01231	6
RFX3	21
ENSG00000215297	1
ENSG00000288963	1
RFX3-DT	3
ENSG00000237359	11
ENSG00000226669	0
GLIS3	23
ENSG00000236724	0
GLIS3-AS1	0
ENSG00000230001	0
GLIS3-AS2	0
RNU6-694P	1
SLC1A1	5
SPATA6L	5
ENSG00000225893	0
PLPP6	1
CDC37L1-DT	6
CDC37L1	7
AK3	15
ENSG00000287759	1
ECM1P1	1
ENSG00000220105	1
RCL1	25
KLF4P1	3
MIR101-2	0
ENSG00000228165	0
HNRNPA1P41	2
JAK2	79
CSNK1G2P1	1
PDSS1P1	1
MTND6P5	0
MTND1P11	0
MTCO1P11	1
MTCO2P11	0
MTATP6P11	0
MTCO3P11	2
MTND4P14	0
MTND5P14	0
TCF3P1	1
IGHEP2	0
INSL6	2
ENSG00000237553	1
INSL4	1
RLN2	0
HMGN2P31	1
RLN1	0
ENSG00000272866	1
ENSG00000231967	0
PLGRKT	5
RNF152P1	2
CD274	5
ENSG00000286162	3
PDCD1LG2	4
ENSG00000231509	0
RIC1	19
ENSG00000225408	0
ERMP1	11
AK4P4	1
KIAA2026	53
MLANA	4
MIR4665	0
RANBP6	3
ENSG00000228739	1
GTF3AP1	0
IL33	7
ENSG00000228132	0
SELENOTP1	0
TPD52L3	3
UHRF2	13
ENSG00000233367	0
GLDC	10
RN7SL25P	0
ENSG00000237158	0
RPL23AP57	2
ENSG00000236924	0
RN7SL123P	0
RPS3AP54	2
RNF2P1	0
RPL35AP20	0
LINC02851	0
ENSG00000225489	1
KDM4C	28
PRELID3BP11	0
SNRPEP2	0
ACTG1P14	0
ENSG00000224972	1
ENSG00000285688	0
ENSG00000288042	0
RPL4P5	6
PPIAP33	0
ENSG00000273056	0
DMAC1	6
ENSG00000231902	0
ENSG00000226376	0
PTPRD	18
ENSG00000235389	1
ENSG00000212695	0
RNU7-185P	0
PTPRD-AS1	5
ENSG00000234021	1
RPS26P3	0
RN7SL5P	145
ENSG00000230920	0
ENSG00000234360	2
PTPRD-DT	2
ENSG00000232035	0
ENSG00000227138	0
IMP3P1	0
ENSG00000270372	0
AKAP8P1	1
ENSG00000230365	0
ENSG00000286474	1
ENSG00000275130	0
ENSG00000285784	1
ENSG00000224935	0
JKAMPP1	0
RNU2-47P	0
TYRP1	2
LURAP1L-AS1	2
RN7SL849P	0
LURAP1L	4
ENSG00000285637	2
PRDX1P1	0
ENSG00000234586	0
MPDZ	14
ENSG00000234740	0
ENSG00000223672	0
ENSG00000226197	1
LINC01235	7
ENSG00000288556	1
LINC00583	0
PES1P2	3
ENSG00000235533	0
ENSG00000289185	3
RPL3P11	1
ATP5PDP3	0
NFIB	55
ENSG00000234982	1
ENSG00000288876	0
ENSG00000225472	1
ENSG00000287708	7
ENSG00000237137	1
ENSG00000273399	0
ENSG00000272871	2
CDCA4P1	1
ZDHHC21	11
CER1	1
FREM1	9
ENSG00000286500	2
ENSG00000283647	0
RNU6-1260P	0
CLCN3P1	14
LDHAP4	0
ENSG00000215237	1
PSIP1P1	0
RNU6-559P	0
TTC39B	25
RPL7P33	0
SNAPC3	13
RNU6-319P	0
PSIP1	87
ENSG00000278754	0
RN7SL98P	1
FTH1P12	5
RNU6-246P	0
CCDC171	20
HMGN2P16	0
RNU6-14P	0
C9orf92	1
BNC2	15
ENSG00000231756	0
ENSG00000230694	0
BNC2-AS1	1
LSM1P1	0
ENSG00000237153	3
ENSG00000285169	4
RN7SL720P	0
RPS29P33	0
ENSG00000237083	1
CNTLN	105
SAMM50P1	0
SH3GL2	2
PABPC1P11	2
ADAMTSL1	15
ENSG00000227167	0
MIR3152	0
RN7SKP258	2
RAP1BP1	0
SAXO1	8
ENSG00000236680	4
RRAGA	12
HAUS6	27
SCARNA8	7
RNU6-264P	0
PLIN2	8
ENSG00000232176	1
DENND4C	75
ENSG00000232978	0
ENSG00000272842	0
ENSG00000273226	0
RPS6	697
NDUFA5P3	0
ENSG00000285911	0
ACER2	25
ENSG00000260912	3
MAP1LC3BP1	1
SLC24A2	8
C11orf98P1	0
ENSG00000286685	0
ENSG00000276667	0
ENSG00000261402	3
ENSG00000270712	2
ENSG00000277711	1
ENSG00000237434	0
MLLT3	44
MIR4473	0
RNU4-26P	0
MIR4474	0
ENSG00000237088	0
FOCAD	18
FOCAD-AS1	0
MIR491	0
SNORA30B	0
HACD4	108
IFNNP1	0
IFNB1	0
IFNWP4	0
ENSG00000275980	2
IFNW1	0
IFNA21	0
IFNWP15	1
IFNA4	0
IFNWP9	0
IFNA7	1
IFNA10	2
IFNWP18	2
IFNA16	2
IFNA17	0
IFNWP5	0
IFNA14	1
IFNA22P	1
IFNA5	0
IFNA20P	0
KLHL9	15
IFNA6	0
IFNA13	0
IFNA2	0
ENSG00000261696	0
IFNA11P	1
IFNA12P	0
IFNA8	1
ENSG00000288541	4
IFNWP2	0
IFNA1	0
MIR31HG	4
IFNWP19	0
IFNE	2
MIR31	0
H3P30	0
KHSRPP1	4
RN7SL151P	136
MTAP	10
ENSG00000264545	0
TUBB8P1	2
ENSG00000265194	2
ENSG00000279670	0
ERVFRD-3	2
CDKN2A-DT	1
CDKN2A	0
CDKN2B-AS1	11
ENSG00000266446	0
CDKN2B	11
UBA52P6	0
ENSG00000274055	0
ENSG00000277653	0
ENSG00000236921	2
DMRTA1	4
LINC01239	7
ENSG00000284418	3
CLIC4P1	1
ENSG00000224549	0
ENSG00000287696	1
ENSG00000283982	7
SUMO2P2	1
ENSG00000233906	2
NOP56P2	1
ELAVL2	4
ENSG00000287843	0
ENSG00000231460	1
ENSG00000237414	0
ENSG00000277608	0
ENSG00000287139	0
IZUMO3	1
ENSG00000269957	0
RMRPP5	1
RN7SKP120	0
ENSG00000287318	1
TUSC1	1
LINC01241	2
FAM71BP1	0
ENSG00000276759	1
ENSG00000279256	3
ENSG00000254261	2
ENSG00000252580	0
ENSG00000253400	1
CAAP1	11
H3P31	1
RN7SL100P	0
PLAA	13
IFT74	51
IFT74-AS1	0
LRRC19	3
ENSG00000254396	1
TEK	7
RNA5SP280	0
ENSG00000232867	0
LINC00032	4
EQTN	2
MOB3B	7
ENSG00000237734	0
ENSG00000287355	1
IFNK	1
ENSG00000285103	7
C9orf72	18
CTAGE12P	1
ENSG00000260390	3
ENSG00000260412	1
LINGO2	5
ENSG00000229060	0
ENSG00000287551	1
KCTD10P1	0
MIR876	1
MIR873	0
ENSG00000287038	0
ENSG00000230276	0
ENSG00000277646	0
ENSG00000229834	0
ME2P1	2
LINC01242	1
SLC4A1APP1	0
CDRT15P5	2
RBMXP2	0
KRT18P66	1
KRT18P36	1
RPS26P2	3
FTLP4	1
HSPA8P17	0
ENSG00000223421	4
SLC25A6P2	0
LINC01243	0
MTATP6P30	0
MTCO3P30	0
HMGB3P23	0
RNA5SP281	0
SLC25A5P8	0
ACO1	9
DDX58	3
ENSG00000288684	0
TOPORS	10
SMIM27	13
NDUFB6	5
DFFBP1	0
TAF1L	1
ENSG00000223440	1
ENSG00000230516	1
SNRPCP1	2
ENSG00000230867	0
TMEM215	7
ENSG00000236796	0
ENSG00000231193	0
APTX	9
BOLA3P4	0
ASS1P12	0
TCEA1P4	0
LAGE3P1	0
DNAJA1	113
SMU1	24
B4GALT1	18
B4GALT1-AS1	6
RNU4ATAC15P	0
SPINK4	1
BAG1	244
CHMP5	57
NFX1	23
AQP7	4
ENSG00000286322	1
AQP3	7
ENSG00000270542	0
NOL6	8
MIR6851	0
SUGT1P1	1
ENSG00000228072	1
ANKRD18B	7
ENSG00000225123	1
SNX18P7	0
CYP4F26P	1
PRSS3P4	0
TRBV20OR9-2	0
ANXA2P2	8
TRBV21OR9-2	1
TRBV22OR9-2	0
TRBV23OR9-2	0
TRBV24OR9-2	0
TRBV25OR9-2	1
PTENP1	4
PTENP1-AS	1
TRBV26OR9-2	0
ENSG00000260947	3
ENSG00000287063	0
ENSG00000227301	0
ENSG00000287495	0
LINC01251	0
PRSS3	4
UBE2R2-AS1	2
TRBV29OR9-2	0
UBE2R2	44
RNU4ATAC11P	0
UBAP2	341
SNORD121B	0
SNORD121A	0
OSTCP8	1
ENSG00000288949	0
RN7SKP114	0
ENSG00000228352	2
DCAF12	1234
TUBB4BP2	3
ENSG00000239392	0
UBAP1	51
RPL35AP2	0
ENSG00000279336	0
RNA5SP282	0
ENSG00000233668	0
KIF24	7
RNU2-50P	3
SERPINH1P1	0
NUDT2	1
MYORG	1
C9orf24	2
FAM219A	13
DNAI1	3
RN7SKP24	0
ENHO	2
ENSG00000230729	0
ENSG00000232983	1
CNTFR	7
CNTFR-AS1	3
RPP25L	2
DCTN3	17
ARID3C	6
SIGMAR1	3
GALT	4
ENSG00000258728	0
IL11RA	1
CCL27	0
ENSG00000261215	0
ENSG00000187186	0
ENSG00000230074	2
CCL19	2
ENSG00000288583	0
CCL21	1
FAM205A	5
ENSG00000287368	1
FAM205BP	0
FAM205C	0
GLULP4	2
YWHAZP6	1
PHF24	7
DNAJB5-DT	0
DNAJB5	4
ENSG00000273597	1
ENSG00000279489	0
SYF2P2	0
ENSG00000286782	1
ENSG00000287868	1
ENSG00000279608	4
C9orf131	1
RN7SL338P	2
VCP	41
ENSG00000288699	0
FANCG	8
PIGO	9
PIGO-AS1	0
STOML2	10
FAM214B	61
ENSG00000215198	0
UNC13B	34
ENSG00000279083	0
ATP8B5P	10
ZFAND6P1	0
RUSC2	6
ENSG00000287287	4
RPL36AP33	0
FAM166B	0
RPS29P17	0
ENSG00000288586	4
TESK1	4
MIR4667	0
CD72	1
ENSG00000231393	1
ENSG00000227933	0
SIT1	0
RMRP	222
CCDC107	0
ARHGEF39	9
RN7SL22P	0
CA9	1
TPM2	13
TLN1	1525
MIR6852	1
CREB3	2
MIR6853	0
GBA2	16
RGP1	14
MSMP	0
ENSG00000228843	0
ENSG00000227388	5
NPR2	11
SPAG8	6
HINT2	1
ENSG00000285645	0
TMEM8B	13
FAM221B	6
OR13E1P	0
OR13J1	0
NDUFA5P4	0
HRCT1	2
SPAAR	4
ENSG00000287986	0
PGAM1P2	1
OR2S2	0
OR2S1P	1
YBX1P10	10
OR13C6P	3
OR13C7	0
OR2AM1P	0
RECK	7
ENSG00000276730	0
GLIPR2	19
CCIN	4
CLTA	36
GNE	7
RNU4-53P	0
HMGB3P24	1
RNF38	41
MELK	10
ENSG00000288571	2
ENSG00000287514	4
MIR4475	0
PAX5	23
ENSG00000258885	2
MIR4540	0
MIR4476	0
ENSG00000250850	0
RPL32P21	0
LINC01400	2
ENSG00000260100	1
EBLN3P	16
ENSG00000233242	6
ZCCHC7	57
ENSG00000228292	1
RNU6-677P	0
LINC01627	0
GRHPR	13
CHCHD4P3	0
ZBTB5	4
KCTD9P3	0
POLR1E	8
ENSG00000230188	0
ENSG00000234160	0
FBXO10	2
ENSG00000256966	0
TOMM5	14
ENSG00000255872	1
RAB1C	2
FRMPD1	10
RN7SKP171	2
TRMT10B	2
EXOSC3	3
ENSG00000289295	2
DCAF10	18
ENSG00000232454	0
PAICSP1	0
SLC25A51	6
TMX2P1	1
SHB	6
RNU7-124P	2
ENSG00000223716	0
ALDH1B1	5
IGFBPL1	4
ENSG00000283162	5
ARMC8P1	0
TCEA1P3	1
GAS2L1P1	1
VN1R48P	1
ENSG00000243085	0
FAM220BP	1
CYP4F33P	0
FAM95C	2
ENSG00000272934	0
ENSG00000272904	0
SNX18P3	3
ANKRD18A	4
FAM201A	1
YWHABP1	0
ENSG00000284612	1
RNU6-765P	0
FAM240B	1
ENSG00000228467	0
ENSG00000287838	0
VN2R3P	9
CNTNAP3	2
RBM17P1	0
ENSG00000271454	0
ENSG00000243695	0
RN7SL640P	0
SPATA31A1	3
ENSG00000277024	0
FAM74A1	0
ENSG00000224038	0
ENSG00000231140	0
ZNF658B	2
SKP1P3	3
FKBP4P2	0
SDR42E1P1	0
ATP5F1AP8	0
GLIDR	6
RAB28P1	0
RBPJP5	0
ENSG00000229273	0
FGF7P3	0
ENSG00000283886	0
RN7SL763P	0
ENSG00000232798	0
ENSG00000284116	0
RPL7AP49	0
ENSG00000237846	0
CDRT15P14	0
ENSG00000228136	0
ENSG00000236966	0
ENSG00000283211	0
MEP1AP1	0
ANKRD20A2P	1
ENSG00000240240	0
RNU6-1269P	0
ENSG00000234812	0
SNX18P8	0
FAM95B1	0
ENSG00000224681	0
CNN2P2	0
GXYLT1P3	0
ENSG00000274157	0
AQP7P5	0
ENSG00000274067	0
ENSG00000184906	0
BMS1P14	0
ENSG00000276266	0
IGKV1OR9-2	0
ENSG00000276963	0
RNU6-156P	0
ENSG00000275390	1
ENSG00000276868	0
MIR1299	0
FRG1HP	22
PGM5P2	3
ENSG00000280077	2
ENSG00000279456	0
ENSG00000225655	2
ENSG00000276462	4
FOXD4L6	2
CBWD6	7
MIR4477A	0
RNA5SP530	0
ENSG00000279561	2
PTGER4P2-CDK2AP2P2	2
CDK2AP2P1	0
MYO5BP1	1
ENSG00000276502	0
CDRT15P6	0
ENSG00000288891	1
ENSG00000275160	0
ENSG00000277340	0
RN7SL565P	0
ENSG00000288225	2
ENSG00000278077	0
ENSG00000278054	2
ENSG00000276412	1
FAM242F	1
ENSG00000274688	0
ENSG00000278001	2
ENSG00000275297	0
CNTNAP3B	8
RBM17P3	0
ENSG00000270909	0
RN7SL343P	0
SPATA31A6	0
ENSG00000239986	0
FAM74A7	0
ENSG00000276277	0
ENSG00000275649	0
FKBP4P6	1
SDR42E1P2	0
ATP5F1AP1	1
RAB28P3	1
RBPJP6	0
ENSG00000237357	1
ENSG00000212952	0
ENSG00000229311	0
FGF7P5	0
ENSG00000230245	0
FGF7P4	0
ENSG00000233424	1
CNTNAP3P7	3
ADGRF5P2	0
MEP1AP4	1
ANKRD20A7P	2
ENSG00000286793	0
RNU6-599P	0
ENSG00000273900	0
SNX18P5	0
CYP4F60P	0
ENSG00000229079	0
CNN2P4	0
ENSG00000276128	1
ENSG00000277737	1
ENSG00000286506	2
ENSG00000287800	0
ENSG00000286916	0
ENSG00000277598	0
SPATA31A5	0
ENSG00000275628	0
FAM74A6	0
ENSG00000276422	0
ENSG00000278485	0
ENSG00000283541	0
SPATA31A7	0
ENSG00000277412	0
ENSG00000276149	0
FAM74A4	0
ENSG00000275676	0
CNTNAP3C	1
RN7SL462P	0
ENSG00000277109	1
FAM242D	2
ENSG00000204814	0
ENSG00000231454	0
RN7SL722P	0
FAM27C	3
ENSG00000235659	0
ENSG00000223379	0
FAM242E	0
ENSG00000276845	0
ENSG00000284471	1
ENSG00000231995	0
ENSG00000231212	0
ENSG00000236450	0
RN7SL544P	0
ENSG00000204802	0
FGF7P6	0
ENSG00000233651	3
ENSG00000226429	0
ENSG00000224603	0
LINC01189	1
FGF7P7	0
ENSG00000226007	7
ENSG00000212951	0
CNTNAP3P5	0
RBPJP7	0
RAB28P2	1
ENSG00000234451	0
ATP5F1AP7	0
SDR42E1P3	0
FKBP4P7	0
ENSG00000288838	11
LINC01410	10
ENSG00000287168	4
RNA5SP283	0
ENSG00000229422	0
PTGER4P2	0
CDK2AP2P2	1
LERFS	6
MYO5BP2	0
ADGRF5P1	7
FGF7P8	0
ENSG00000170161	2
CNTNAP3P1	1
ENSG00000244081	0
BMS1P9	0
ENSG00000182021	0
AQP7P4	0
BMS1P10	1
AQP7P1	1
ENSG00000228522	1
ENSG00000233555	0
ENSG00000234042	3
CDRT15P7	0
ENSG00000224267	0
ENSG00000225360	0
MYO5BP3	2
CDK2AP2P3	0
PTGER4P3	0
ENSG00000225411	1
RNA5SP284	0
DUX4L50	2
MIR4477B	1
FRG1JP	1
ENSG00000204790	0
FLJ43315	1
ENSG00000288694	3
ENSG00000285580	1
ANKRD20A4P	2
RNU6-1193P	0
SNX18P9	0
ENSG00000229156	0
CYP4F25P	0
ENSG00000224762	0
CNN2P3	0
GXYLT1P6	0
ENSG00000277869	0
AQP7P2	0
ENSG00000176134	0
BMS1P11	0
ENSG00000235932	0
IGKV1OR-2	0
BNIP3P4	0
ENSG00000197550	0
ENSG00000223602	0
RNU6-1293P	0
ENSG00000287988	0
BMS1P12	0
ENSG00000236252	0
ENSG00000267085	0
IGKV1OR9-1	0
FOXD4L5	1
CBWD4P	0
ENSG00000287329	1
FRG1KP	0
CBWD5	5
FOXD4L4	0
IGKV1OR-3	0
ENSG00000237904	0
ENSG00000235893	0
BMS1P13	0
ENSG00000279955	0
AQP7P3	0
ENSG00000274893	2
ENSG00000273668	0
GXYLT1P4	1
ENSG00000278068	0
ENSG00000278720	0
CYP4F59P	1
ENSG00000286945	0
SNX18P4	0
ENSG00000276257	0
ANKRD20A3P	4
RNU6-538P	0
ENSG00000284611	1
ENSG00000284658	0
CDRT15P12	0
RBPJP2	0
RAB28P4	0
ATP5F1AP10	0
SDR42E1P4	0
FKBP4P8	0
ZNF658	4
ENSG00000277490	0
ENSG00000277350	1
ENSG00000276039	0
FAM74A3	1
ENSG00000276348	0
ENSG00000274820	0
SPATA31A3	0
CNTNAP3P2	1
RN7SL422P	0
ENSG00000277575	1
RBM17P2	3
ENSG00000276204	0
ENSG00000276898	0
FAM27E3	2
FAM27B	0
ENSG00000275493	1
RN7SL787P	0
ENSG00000277618	0
ANKRD20A1	2
RNU6-368P	0
ENSG00000226904	0
CBWD3	2
ENSG00000279706	0
FOXD4L3	0
ENSG00000234394	5
ENSG00000225337	0
PGM5	5
PGM5-AS1	5
ENSG00000233178	6
ENSG00000229019	0
TMEM252	2
TMEM252-DT	0
LINC01506	1
ENSG00000224025	1
PIP5K1B	39
PABIR1	16
ENSG00000236998	0
ENSG00000236733	1
RNU6-820P	0
ENSG00000288771	6
PRKACG	1
ENSG00000285130	0
FXN	7
ENSG00000270236	0
TJP2	10
BANCR	1
FAM189A2	7
APBA1	11
ENSG00000243888	0
ENSG00000229312	2
ENSG00000261447	0
PTAR1	20
CFAP95-DT	3
CFAP95	1
RN7SL570P	0
MAMDC2-AS1	4
MAMDC2	2
RNU2-5P	0
SMC5-DT	4
